applicant_id,gender,married,dependents,education,employment_type,applicant_income,existing_emi,loan_amount,loan_term_months,credit_history,region,age,application_date,default_status
APP004350,Female,No,1,Graduate,Self-Employed,118554,25348,47000,84,Good,West,39,11-05-2024,0
APP001209,Male,Yes,2,Graduate,Salaried,23707,1215,46000,36,Good,East,29,19-01-2023,0
APP000180,Male,Yes,0,Not Graduate,Self-Employed,101610,23458,248000,120,Good,East,43,12-03-2023,0
APP004895,Male,No,1,Not Graduate,Self-Employed,54270,10650,26000,60,Good,North,54,17-03-2024,0
APP001490,Male,No,2,Graduate,Salaried,48158,7910,88000,48,Good,East,38,04-04-2024,0
APP003896,Female,No,0,Graduate,Salaried,83159,2592,131000,84,Good,South,33,02-02-2024,0
APP001236,Male,Yes,0,Not Graduate,Salaried,96098,449,307000,24,Good,West,21,17-03-2024,0
APP004472,Female,Yes,2,Not Graduate,Salaried,48644,2694,154000,48,No History,East,21,09-03-2024,0
APP000434,Male,No,1,Not Graduate,Self-Employed,83742,20209,146000,36,Bad,North,30,24-06-2024,0
APP000247,Male,Yes,0,Not Graduate,Salaried,60735,19241,38000,12,Good,West,41,15-12-2024,0
APP003894,Male,No,0,Graduate,Salaried,55059,12636,86000,12,Good,North,23,11-03-2023,0
APP003993,Female,Yes,3,Graduate,Salaried,45429,12003,110000,60,Good,East,33,05-08-2023,0
APP000707,Male,Yes,0,Graduate,Self-Employed,59160,16121,91000,60,Good,East,39,20-11-2024,0
APP005628,Male,Yes,1,Graduate,Salaried,52437,11193,100000,12,Good,West,49,13-12-2023,0
APP002837,Female,No,0,Graduate,Salaried,93629,8837,168000,36,Good,North,28,18-07-2023,0
APP000195,Male,Yes,2,Graduate,Self-Employed,38304,3637,263000,48,Good,East,44,23-04-2023,0
APP001269,Female,Yes,3,Graduate,Self-Employed,26562,5186,75000,48,Good,East,51,19-09-2024,0
APP001138,Male,Yes,0,Graduate,Salaried,39632,12971,139000,36,Good,East,38,03-08-2023,0
APP005997,Male,Yes,0,Not Graduate,Salaried,13902,1398,99000,84,Bad,East,45,12-01-2024,1
APP004478,Male,Yes,1,Graduate,Self-Employed,79827,6446,118000,360,Good,North,43,22-06-2023,0
APP005210,Male,No,0,Graduate,Salaried,132037,33247,220000,12,Good,South,33,13-04-2023,0
APP000876,Male,Yes,3,Graduate,Salaried,39806,13038,235000,12,Bad,North,23,28-05-2023,1
APP002555,Male,No,0,Graduate,Self-Employed,88554,18099,96000,360,Good,West,28,16-12-2023,0
APP004520,Male,Yes,0,Graduate,Salaried,123310,5674,169000,48,Good,East,49,23-01-2023,0
APP002367,Male,No,1,Graduate,Self-Employed,30254,85,41000,84,Good,North,59,15-04-2023,0
APP004831,Female,Yes,0,Graduate,Salaried,67116,6062,98000,36,Good,West,26,25-09-2023,0
APP005716,Male,Yes,0,Graduate,Salaried,27501,8382,136000,48,Good,East,28,13-06-2023,0
APP000758,Male,No,0,Graduate,Salaried,39678,7760,47000,12,Good,North,23,06-04-2024,0
APP004101,Female,No,0,Graduate,Self-Employed,37509,5525,148000,120,Bad,East,40,29-02-2024,0
APP004699,Male,Yes,2,Graduate,Salaried,78788,10846,71000,24,Good,East,43,22-01-2023,0
APP000935,Male,Yes,0,Graduate,Salaried,71801,12027,105000,240,Good,South,48,14-04-2023,0
APP000306,Female,Yes,1,Graduate,Self-Employed,33601,2646,230000,84,Good,North,53,21-05-2024,0
APP004884,Male,Yes,2,Graduate,Salaried,61314,16529,96000,120,Good,South,41,20-04-2023,0
APP001855,Female,Yes,0,Graduate,Salaried,107703,12835,153000,36,Bad,North,34,25-08-2024,1
APP003007,Female,Yes,0,Not Graduate,Salaried,55023,5506,99000,360,Bad,East,45,29-01-2023,0
APP001243,Female,Yes,2,Graduate,Salaried,62683,14418,116000,240,Good,North,30,21-03-2024,0
APP001669,Male,No,2,Graduate,Salaried,58780,333,42000,24,Good,North,49,31-03-2024,0
APP000713,Male,No,0,Graduate,Salaried,74281,6571,77000,180,Good,South,45,24-07-2024,0
APP000988,Male,Yes,1,Graduate,Salaried,17193,648,222000,60,Good,East,40,12-11-2024,0
APP005632,Female,No,1,Graduate,Self-Employed,24751,603,103000,84,Good,East,27,22-09-2024,0
APP005769,Male,Yes,3,Not Graduate,Salaried,114431,31592,52000,60,No History,West,48,05-07-2024,1
APP001779,Male,Yes,1,Graduate,Self-Employed,115057,25521,156000,240,Good,North,46,04-06-2023,0
APP004978,Male,Yes,2,Graduate,Self-Employed,27138,2477,470000,60,Bad,East,57,02-01-2024,0
APP002164,Female,Yes,1,Graduate,Salaried,36449,1846,84000,240,Good,South,24,08-11-2023,0
APP002764,Male,Yes,0,Graduate,Salaried,37229,9705,249000,48,Good,West,42,05-12-2023,0
APP003826,Male,Yes,0,Not Graduate,Salaried,159782,47136,104000,360,Good,West,31,09-10-2023,0
APP000969,Male,No,2,Graduate,Salaried,48338,10305,99000,60,Bad,West,40,01-10-2023,0
APP004270,Female,Yes,4,Not Graduate,Salaried,88466,23305,52000,48,Good,South,44,05-12-2024,0
APP000403,Male,Yes,2,Not Graduate,Salaried,20533,3080,108000,240,Good,West,41,09-07-2023,0
APP002245,Female,Yes,0,Not Graduate,Salaried,58486,5002,50000,60,Good,East,42,18-12-2023,0
APP002294,Male,Yes,0,Graduate,Self-Employed,61066,18956,149000,120,Good,North,54,27-12-2023,0
APP003100,Male,No,0,Not Graduate,Self-Employed,73830,3176,62000,60,No History,East,37,06-12-2023,0
APP005326,Male,No,0,Not Graduate,Salaried,19437,3554,45000,36,Good,West,26,19-03-2023,0
APP001105,Female,No,0,Graduate,Self-Employed,17196,1123,70000,180,Good,South,41,20-11-2023,0
APP002162,Female,No,2,Not Graduate,Salaried,62781,5259,62000,12,Good,South,37,10-01-2023,0
APP002608,Male,Yes,1,Graduate,Salaried,95404,17197,64000,60,Bad,North,23,17-05-2023,1
APP004644,Male,No,1,Graduate,Salaried,27885,5592,43000,120,Good,East,29,16-09-2023,0
APP001343,Female,Yes,0,Graduate,Self-Employed,125371,40119,58000,60,Good,North,57,28-08-2024,0
APP000277,Female,Yes,1,Not Graduate,Salaried,32734,6589,53000,12,Good,South,37,23-11-2024,0
APP002470,Male,Yes,2,Not Graduate,Salaried,50806,13617,76000,24,Good,North,59,19-09-2024,0
APP001129,Male,No,2,Graduate,Self-Employed,97137,6517,43000,120,Good,West,39,22-02-2023,0
APP005664,Male,Yes,0,Graduate,Salaried,30556,7998,50000,84,Good,South,32,08-12-2023,0
APP001716,Female,No,0,Graduate,Salaried,38037,4586,99000,36,Good,East,28,19-08-2024,0
APP003318,Male,Yes,0,Graduate,Self-Employed,51335,1959,179000,24,Good,East,64,02-06-2023,0
APP005147,Female,Yes,1,Graduate,Salaried,26630,3382,100000,180,Good,West,21,05-11-2024,0
APP004322,Female,No,1,Not Graduate,Salaried,40768,2950,80000,36,Good,West,34,22-06-2023,0
APP003061,Male,Yes,2,Graduate,Salaried,29472,4491,210000,36,Good,North,47,06-01-2024,0
APP004345,Female,Yes,2,Graduate,Self-Employed,40754,6779,229000,120,Bad,South,44,08-07-2023,0
APP003340,Female,No,1,Not Graduate,Salaried,71046,3159,72000,12,Good,West,33,20-07-2024,0
APP000136,Male,No,0,Not Graduate,Self-Employed,48051,3689,129000,60,Good,South,21,10-08-2023,0
APP000950,Female,No,2,Graduate,Self-Employed,40619,7050,107000,240,Good,North,28,09-12-2023,0
APP002536,Female,No,0,Graduate,Salaried,51182,16715,308000,120,No History,South,30,11-02-2024,0
APP003092,Female,Yes,0,Graduate,Self-Employed,57303,5306,61000,120,Good,East,46,06-11-2023,0
APP005575,Female,Yes,0,Graduate,Salaried,49419,4382,68000,24,Good,North,46,08-10-2024,0
APP001145,Male,No,1,Graduate,Self-Employed,20135,4483,127000,84,Good,West,47,21-04-2024,0
APP001724,Male,Yes,2,Graduate,Self-Employed,28216,4929,59000,120,Good,South,49,11-11-2024,0
APP000699,Male,Yes,1,Graduate,Self-Employed,33613,7482,136000,120,Good,West,21,01-08-2024,0
APP003635,Male,No,3,Graduate,Self-Employed,67021,4793,43000,84,Good,East,38,12-06-2024,0
APP005509,Male,No,0,Graduate,Salaried,123888,1628,60000,48,No History,North,30,25-01-2024,0
APP005729,Male,Yes,3,Graduate,Salaried,24425,8275,95000,360,Good,North,37,07-02-2024,0
APP004361,Male,Yes,2,Graduate,Salaried,25949,201,121000,60,Good,West,36,28-02-2024,0
APP003556,Female,Yes,0,Graduate,Self-Employed,27915,5376,92000,120,Good,South,30,15-06-2023,0
APP000009,Female,No,3,Graduate,Salaried,65211,19001,35000,48,No History,East,41,23-12-2023,0
APP005858,Male,No,0,Graduate,Salaried,39994,9501,150000,240,Bad,North,32,23-11-2024,0
APP000738,Female,Yes,0,Graduate,Salaried,52502,7070,90000,180,Bad,South,37,01-08-2023,0
APP002013,Female,Yes,4,Graduate,Self-Employed,28262,7676,34000,60,Good,West,38,04-11-2023,0
APP005269,Female,Yes,0,Not Graduate,Salaried,33753,1922,355000,84,Good,East,24,06-01-2024,0
APP001219,Female,Yes,2,Graduate,Salaried,52846,5052,107000,60,Good,East,48,28-06-2023,0
APP000757,Female,Yes,2,Graduate,Salaried,33147,1923,99000,360,No History,East,28,28-11-2024,0
APP003855,Female,Yes,1,Not Graduate,Self-Employed,136657,5920,124000,360,Good,North,59,10-12-2024,0
APP001685,Male,No,3,Graduate,Salaried,24187,3967,96000,84,Bad,East,39,03-06-2023,0
APP004900,Female,No,0,Graduate,Salaried,46466,914,102000,240,Good,West,39,14-12-2024,0
APP003423,Female,Yes,1,Graduate,Salaried,81588,1313,57000,120,Good,West,34,10-10-2023,0
APP000747,Male,Yes,1,Graduate,Salaried,37599,4808,67000,36,Good,East,34,01-04-2024,0
APP001183,Female,No,0,Graduate,Salaried,48644,1820,87000,180,Good,East,57,04-04-2023,0
APP001464,Female,Yes,0,Graduate,Salaried,45152,2358,330000,48,Good,East,41,25-10-2024,0
APP005744,Female,Yes,1,Graduate,Self-Employed,25707,4178,65000,48,Good,North,35,29-07-2023,0
APP000684,Female,Yes,1,Graduate,Self-Employed,69879,20908,93000,180,Good,East,47,17-10-2024,0
APP001936,Female,Yes,3,Graduate,Salaried,43555,4631,41000,48,Good,East,48,18-12-2023,1
APP005485,Female,No,2,Graduate,Salaried,80264,14557,72000,60,Good,West,54,22-06-2024,0
APP001586,Male,Yes,1,Graduate,Self-Employed,36647,6882,75000,12,Bad,South,35,06-09-2023,0
APP002731,Female,Yes,0,Not Graduate,Self-Employed,25603,8310,307000,36,Good,North,22,06-03-2024,0
APP004567,Male,No,3,Not Graduate,Self-Employed,52654,734,138000,60,Good,East,37,30-01-2023,0
APP001581,Male,No,2,Graduate,Self-Employed,24791,8024,105000,60,Good,South,33,08-08-2024,1
APP001355,Male,No,2,Not Graduate,Self-Employed,41328,13664,371000,120,Good,West,31,24-08-2024,0
APP003943,Male,Yes,2,Graduate,Self-Employed,40608,9827,96000,120,Good,North,32,25-10-2024,0
APP000335,Male,Yes,2,Not Graduate,Salaried,49875,14286,127000,60,Good,South,41,06-10-2024,1
APP003064,Female,No,0,Graduate,Salaried,94511,6214,54000,180,Good,East,31,03-04-2024,0
APP005024,Female,No,4,Graduate,Self-Employed,87177,15976,128000,12,Good,North,26,25-06-2024,0
APP003178,Female,No,0,Not Graduate,Salaried,75413,8,69000,48,Bad,East,35,30-07-2024,1
APP003999,Male,No,2,Graduate,Salaried,38247,11634,156000,84,Good,North,44,11-03-2023,0
APP002039,Male,No,2,Graduate,Self-Employed,48164,15227,83000,120,Good,North,40,03-05-2023,0
APP002707,Male,Yes,1,Graduate,Self-Employed,21320,462,51000,36,Bad,South,33,05-12-2024,1
APP002493,Female,No,1,Graduate,Salaried,48697,2335,67000,36,Good,South,21,30-04-2024,0
APP001550,Female,No,4,Graduate,Self-Employed,54296,5249,62000,24,Good,West,34,15-03-2024,0
APP004354,Female,No,1,Not Graduate,Self-Employed,39252,13226,32000,60,Good,West,45,17-08-2023,0
APP002538,Male,Yes,0,Graduate,Self-Employed,30982,1317,75000,120,Good,South,25,23-12-2023,0
APP005460,Female,No,3,Graduate,Salaried,42353,3661,40000,48,Good,South,58,09-07-2024,0
APP000150,Male,No,3,Graduate,Self-Employed,104365,25176,289000,48,Bad,West,34,12-08-2023,0
APP004094,Female,No,0,Graduate,Salaried,23123,5624,88000,180,Good,North,36,05-05-2024,0
APP002800,Male,Yes,0,Graduate,Salaried,68814,23003,193000,36,No History,North,51,20-11-2023,1
APP004456,Male,Yes,4,Graduate,Self-Employed,60805,6405,31000,180,No History,North,32,04-12-2024,0
APP002838,Male,No,1,Graduate,Self-Employed,35559,2115,224000,84,No History,East,39,20-09-2023,1
APP005768,Male,No,3,Graduate,Salaried,52813,269,73000,84,No History,West,52,09-12-2023,0
APP002406,Female,Yes,1,Graduate,Salaried,35026,2143,99000,48,Good,West,31,18-10-2024,0
APP001546,Male,Yes,3,Graduate,Salaried,44314,12692,184000,180,Good,East,24,10-12-2023,0
APP001123,Female,No,2,Graduate,Self-Employed,22928,3462,65000,48,No History,North,39,29-09-2023,0
APP005771,Female,Yes,4,Graduate,Self-Employed,75189,5425,306000,360,Good,West,36,23-09-2024,0
APP003174,Male,No,0,Graduate,Salaried,47140,16294,56000,180,Good,South,56,14-02-2024,0
APP001709,Female,Yes,0,Not Graduate,Self-Employed,17243,3065,190000,48,No History,North,38,08-09-2024,0
APP004749,Male,Yes,1,Not Graduate,Self-Employed,67583,6899,278000,48,Good,West,38,20-05-2024,0
APP004080,Male,No,0,Not Graduate,Salaried,58802,15999,78000,84,Good,East,39,04-12-2023,0
APP001766,Male,Yes,0,Graduate,Salaried,93905,18408,93000,84,Good,South,30,07-02-2024,1
APP002831,Male,Yes,4,Not Graduate,Salaried,83687,3890,116000,180,Good,East,38,11-06-2023,0
APP000733,Female,Yes,0,Graduate,Salaried,16614,522,139000,60,Good,North,41,31-12-2023,0
APP002586,Female,No,1,Graduate,Salaried,97138,19902,42000,60,Good,West,30,12-07-2023,0
APP001982,Female,Yes,0,Graduate,Self-Employed,57332,18291,131000,24,Good,North,67,14-01-2023,0
APP003674,Male,No,0,Graduate,Salaried,13351,2805,178000,36,Good,North,28,04-09-2023,0
APP002821,Female,No,0,Graduate,Self-Employed,21183,6245,126000,120,Good,East,55,04-06-2024,0
APP003508,Male,No,1,Graduate,Self-Employed,28834,8610,99000,60,Good,West,35,27-02-2024,0
APP001662,Male,Yes,0,Graduate,Self-Employed,34011,9410,91000,36,Good,West,34,20-09-2024,0
APP000084,Male,Yes,1,Graduate,Self-Employed,42776,5361,50000,240,Good,South,36,03-08-2023,0
APP003458,Female,Yes,2,Graduate,Salaried,82505,4523,54000,60,Good,South,35,25-06-2024,0
APP003243,Male,Yes,0,Graduate,Salaried,51223,1469,51000,180,Good,West,28,01-06-2024,0
APP001975,Male,Yes,4,Graduate,Salaried,39051,8768,62000,60,Good,West,24,16-04-2023,1
APP005910,Male,Yes,3,Not Graduate,Salaried,35232,6561,93000,48,Good,North,40,02-05-2023,0
APP002269,Male,Yes,0,Graduate,Self-Employed,75497,534,203000,36,Good,East,49,17-03-2024,0
APP001603,Male,Yes,0,Graduate,Self-Employed,46027,12275,99000,180,Good,North,21,28-07-2024,0
APP002426,Female,No,3,Graduate,Salaried,48644,1013,60000,36,Good,North,38,08-05-2023,0
APP004466,Male,Yes,0,Graduate,Salaried,106698,9268,242000,36,Good,West,31,25-03-2023,0
APP003554,Male,No,3,Not Graduate,Self-Employed,82406,24586,84000,84,Good,East,40,18-04-2024,0
APP001611,Female,Yes,4,Graduate,Salaried,45297,13379,163000,360,Good,North,42,06-10-2023,0
APP001599,Male,No,0,Graduate,Self-Employed,101216,33936,99000,12,Good,East,37,26-04-2024,0
APP000583,Male,No,0,Graduate,Salaried,34160,10763,119000,48,Good,East,49,19-07-2023,1
APP001133,Male,Yes,2,Graduate,Salaried,35894,10290,55000,120,Good,West,35,29-05-2024,0
APP001842,Male,No,2,Graduate,Salaried,37859,8800,177000,12,Bad,North,47,23-12-2024,1
APP002353,Female,Yes,1,Not Graduate,Salaried,41360,8305,156000,48,Good,East,38,11-09-2023,0
APP003676,Male,Yes,3,Graduate,Salaried,19182,2651,213000,120,Good,West,39,19-10-2023,0
APP000184,Female,Yes,3,Graduate,Salaried,55065,15856,109000,12,Good,West,46,07-07-2024,0
APP001645,Male,Yes,2,Not Graduate,Self-Employed,59678,16726,33000,84,Good,North,21,19-08-2023,0
APP001859,Female,Yes,1,Graduate,Salaried,43535,12400,192000,48,Good,North,29,15-11-2023,0
APP003706,Female,Yes,3,Graduate,Salaried,54569,4474,51000,60,Good,West,24,26-07-2024,0
APP001421,Male,Yes,1,Graduate,Salaried,32043,5383,123000,48,Good,North,53,14-05-2023,0
APP000057,Male,Yes,3,Not Graduate,Self-Employed,15527,2863,133000,240,Good,East,35,12-01-2023,1
APP002374,Male,No,2,Graduate,Salaried,205802.1872,11064,60000,60,Bad,East,45,28-05-2024,0
APP003237,Male,No,1,Not Graduate,Self-Employed,39236,3009,352000,180,Good,North,39,19-03-2024,0
APP000122,Female,No,2,Not Graduate,Salaried,53204,10553,261000,60,Bad,North,36,12-05-2024,0
APP005912,Female,No,4,Graduate,Self-Employed,43717,4065,166000,360,Good,North,26,23-01-2023,0
APP002312,Female,Yes,2,Graduate,Salaried,21220,849,80000,48,No History,West,28,30-07-2023,1
APP005342,Female,Yes,2,Graduate,Salaried,63105,9256,97000,120,Good,North,35,22-08-2024,0
APP001441,Female,No,2,Graduate,Salaried,39743,10300,83000,36,Good,West,57,08-08-2023,0
APP003636,Male,Yes,3,Not Graduate,Self-Employed,60513,11304,412000,60,No History,South,44,18-12-2023,0
APP003471,Male,No,1,Not Graduate,Self-Employed,205802.1872,11532,22000,48,Good,East,35,09-12-2023,0
APP002424,Male,Yes,3,Graduate,Self-Employed,15689,2739,165000,48,Bad,South,47,13-12-2023,1
APP005015,Male,Yes,0,Graduate,Self-Employed,45941,2770,150000,240,Good,East,38,20-08-2023,1
APP004381,Male,Yes,0,Graduate,Salaried,87921,14413,98000,12,Good,East,53,24-12-2024,0
APP005450,Male,No,1,Graduate,Salaried,55448,1149,81000,48,Good,South,21,19-07-2024,0
APP005068,Male,No,3,Graduate,Self-Employed,25573,1663,145000,12,No History,South,34,18-08-2023,0
APP004438,Female,Yes,3,Graduate,Salaried,59173,3479,70000,60,Good,West,37,09-09-2024,0
APP004457,Female,No,0,Graduate,Salaried,46674,6177,67000,48,Good,North,48,10-08-2024,0
APP002684,Male,Yes,2,Graduate,Self-Employed,18587,2296,165000,240,Good,South,39,05-11-2023,0
APP000001,Male,No,3,Graduate,Salaried,48644,5417,284000,120,Good,West,35,18-10-2024,0
APP005720,Male,Yes,1,Not Graduate,Salaried,31689,5686,91000,240,Good,South,29,17-03-2023,0
APP005186,Female,No,0,Not Graduate,Self-Employed,36449,8038,245000,120,Good,North,41,29-10-2024,0
APP005726,Female,Yes,1,Graduate,Salaried,205802.1872,30971,124000,84,Good,East,29,20-01-2023,0
APP003693,Female,No,0,Graduate,Salaried,68693,15451,140000,36,Good,North,51,11-01-2024,0
APP002706,Female,Yes,1,Graduate,Salaried,47483,10225,65000,120,Good,West,48,16-11-2023,0
APP002126,Female,Yes,0,Graduate,Salaried,41732,1865,102000,180,Good,West,27,20-10-2024,0
APP002080,Female,No,1,Not Graduate,Self-Employed,22280,3397,173000,84,Good,East,59,18-10-2023,0
APP005362,Male,No,1,Graduate,Salaried,28583,1698,174000,120,Bad,West,27,02-05-2023,0
APP001079,Male,No,0,Not Graduate,Salaried,89928,4098,146000,36,Good,South,38,10-12-2023,0
APP001176,Male,Yes,3,Graduate,Self-Employed,11595.68039,2632,253000,120,Good,North,38,18-02-2024,0
APP001321,Male,Yes,1,Graduate,Self-Employed,40146,6353,170000,60,Bad,East,45,13-01-2023,0
APP003803,Female,Yes,3,Graduate,Self-Employed,98369,3105,60000,120,Good,East,38,17-09-2023,0
APP005212,Male,Yes,3,Graduate,Self-Employed,134208,7093,87000,240,Good,East,33,15-06-2023,1
APP001555,Male,No,2,Graduate,Salaried,27664,2691,27000,60,Good,West,45,09-05-2024,0
APP004147,Male,No,4,Not Graduate,Salaried,66943,4869,50000,180,Bad,North,22,19-04-2023,1
APP002437,Male,Yes,1,Graduate,Self-Employed,89043,10882,44000,60,Good,West,50,14-04-2024,0
APP001715,Male,Yes,3,Not Graduate,Salaried,32166,3258,92000,180,Good,West,53,22-08-2023,0
APP004787,Female,No,0,Graduate,Salaried,43898,5739,235000,60,Good,West,44,10-11-2023,0
APP004178,Female,Yes,0,Graduate,Self-Employed,71430,17751,80000,60,No History,South,33,12-01-2024,0
APP002216,Male,Yes,0,Graduate,Self-Employed,80335,7287,142000,60,Bad,North,35,15-07-2024,1
APP003544,Male,Yes,2,Graduate,Salaried,60351,8915,233000,120,Good,South,31,21-10-2023,0
APP004565,Male,Yes,3,Graduate,Self-Employed,32277,8349,99000,60,No History,West,49,12-12-2023,0
APP004717,Female,No,0,Graduate,Salaried,39740,9114,64000,120,Good,South,32,26-11-2024,0
APP004013,Female,No,0,Graduate,Salaried,151477,22598,71000,84,Good,North,21,10-04-2024,0
APP004300,Female,Yes,0,Graduate,Salaried,42969,1454,127000,180,Good,West,45,19-02-2024,0
APP001339,Male,Yes,3,Graduate,Self-Employed,67309,22286,113000,120,Good,South,27,28-11-2023,0
APP001916,Female,Yes,0,Graduate,Self-Employed,29286,7240,59000,120,No History,South,38,12-09-2023,0
APP003610,Female,Yes,1,Graduate,Self-Employed,48590,7858,93000,60,Good,East,42,05-07-2023,0
APP000522,Male,Yes,4,Graduate,Salaried,21685,6901,52000,360,Good,South,32,25-02-2023,0
APP005936,Female,Yes,0,Graduate,Salaried,81079,9730,60000,48,No History,North,56,18-11-2024,0
APP002583,Male,Yes,1,Not Graduate,Salaried,26506,7319,165000,48,Good,East,37,03-09-2023,1
APP005337,Male,Yes,0,Not Graduate,Salaried,55194,14236,89000,36,Good,South,44,07-01-2024,0
APP004575,Female,Yes,1,Graduate,Salaried,77388,14275,51000,36,Good,South,27,12-09-2024,0
APP004410,Male,No,1,Graduate,Salaried,44469,3832,158000,360,Good,East,43,08-01-2024,0
APP003341,Female,Yes,0,Graduate,Salaried,34888,4776,59000,36,Good,North,44,16-01-2024,0
APP005136,Male,No,0,Graduate,Salaried,52265,9747,66000,84,Good,North,42,31-07-2023,0
APP004673,Female,Yes,2,Graduate,Salaried,69074,12475,82000,240,Good,West,45,05-10-2023,0
APP002743,Male,Yes,2,Not Graduate,Salaried,46517,14092,132000,180,Good,South,34,28-04-2024,1
APP000608,Male,Yes,1,Graduate,Self-Employed,74902,1238,81000,48,Good,South,52,06-02-2024,0
APP005167,Male,No,2,Graduate,Salaried,119024,3969,326000,120,Good,West,31,22-03-2023,0
APP000245,Male,No,1,Graduate,Salaried,104627,7530,95000,180,No History,West,28,20-10-2023,0
APP004886,Female,No,4,Graduate,Self-Employed,25732,4763,63000,48,Bad,South,30,24-09-2024,1
APP005072,Female,No,4,Graduate,Salaried,48644,5982,71000,120,Good,North,57,22-08-2024,0
APP004538,Female,Yes,0,Not Graduate,Self-Employed,38611,6324,150000,180,Good,South,27,02-10-2024,0
APP000501,Female,Yes,1,Graduate,Self-Employed,27424,4700,39000,48,Good,West,35,14-03-2023,0
APP002153,Female,No,0,Graduate,Self-Employed,54131,12128,74000,48,Good,North,41,03-05-2024,0
APP001705,Male,Yes,0,Graduate,Salaried,23390,6520,70000,84,No History,North,34,03-02-2023,0
APP000954,Female,Yes,1,Graduate,Salaried,21553,7463,99000,240,Good,East,40,24-06-2023,0
APP005285,Male,Yes,0,Graduate,Self-Employed,27159,8038,186000,48,Good,North,44,16-06-2024,0
APP001465,Female,Yes,2,Graduate,Salaried,22316,7334,110000,120,Good,South,36,25-12-2023,0
APP005250,Male,Yes,0,Not Graduate,Self-Employed,37159,8711,187000,120,Good,North,40,04-10-2023,1
APP003274,Male,Yes,3,Graduate,Salaried,67089,22763,76000,180,Good,East,32,20-01-2024,0
APP005952,Male,No,1,Not Graduate,Self-Employed,75246,25364,58000,240,Good,East,50,22-11-2024,0
APP000116,Female,No,1,Graduate,Salaried,36636,1576,86000,36,Good,North,36,20-02-2023,0
APP002429,Male,Yes,0,Not Graduate,Self-Employed,56939,3849,206000,84,Good,East,36,12-09-2023,0
APP005788,Female,Yes,0,Graduate,Salaried,157083,11536,104000,120,No History,South,28,22-12-2024,1
APP001210,Male,Yes,3,Not Graduate,Self-Employed,74927,169,108000,120,Good,West,30,12-12-2024,0
APP005492,Female,No,2,Not Graduate,Self-Employed,62112,6423,155000,24,Good,East,33,18-12-2023,0
APP000464,Female,Yes,1,Graduate,Salaried,38725,12053,134000,84,Good,East,25,28-07-2024,0
APP001395,Male,Yes,3,Graduate,Salaried,93386,12366,115000,84,Bad,West,36,20-02-2024,1
APP000562,Male,Yes,0,Not Graduate,Salaried,29584,5665,68000,48,Good,South,40,03-11-2023,0
APP003334,Male,No,1,Graduate,Salaried,51517,113,105000,120,Good,North,31,01-06-2024,0
APP003296,Male,Yes,0,Graduate,Self-Employed,50663,10364,183000,12,Good,South,63,01-02-2023,0
APP003127,Female,Yes,2,Graduate,Self-Employed,11595.68039,2822,144000,60,Good,West,31,21-04-2024,0
APP005105,Male,Yes,1,Graduate,Salaried,86131,4738,120000,12,Good,North,34,10-01-2023,0
APP001170,Male,Yes,0,Not Graduate,Salaried,12243,3366,31000,24,Good,North,57,23-01-2023,0
